,title,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score,type,director,cast,country,release_year,rating,duration,description,score,imdbid,genre.Crime,genre.Drama,genre.Thriller,genre.Action,genre.Horror,genre.Science_Fiction,genre.Music,genre.Reality,genre.Romance,genre.Comedy,genre.Mystery,genre.Documentary,genre.History,genre.Teen,genre.Health_&_Wellness,genre.Lifestyle,genre.Culture,genre.Black_Stories,genre.News,genre.Latino,genre.Adventure,genre.Anime,genre.Talk_Show,genre.Sketch_Comedy,genre.Family,genre.Kids,genre.Classics,genre.LGBTQ,genre.Adult_Animation,genre.Sitcom,genre.Cooking_&_Food,genre.Sports,genre.Game_Shows,genre.International,genre.Cartoons,genre.Science_&_Technology,genre.Stand_Up,genre.Special_Interest,genre.Suspense,genre.TV_Shows,"genre.Arts,_Entertainment,_and_Culture",genre.Variety,genre.Fantasy,genre.Young_Adult_Audience,genre.Animation,genre.Western,genre.Arthouse,genre.Unscripted,genre.Faith_and_Spirituality,genre.Military_and_War,genre.Independent_Movies,genre.British_TV_Shows,genre.Romantic_Movies,genre.Musical,genre.Comedies,genre.Classic_Movies,genre.Kids'_TV,genre.Nature,genre.Cult,genre.Korean_TV_Shows,genre.Movies,genre.Biographical,genre.Superhero,genre.Coming_of_Age,genre.Anthology,genre.Buddy,genre.Parody,genre.Spy/Espionage,genre.Survival,genre.Soap_Opera_/_Melodrama,genre.Dance,genre.Medical,genre.Disaster
2663,The Widow,0.0,0.0,0.0,0.0,Movie,Ivan Minin,"Viktotiya Potemina, Anastasiya Gribova, Margarita Bychkova",,2020,R,86.0,"In a densely forested area north of St. Petersburg people have been going missing for three decades.The few corpses ever found were naked. On October 14, 2017 a team of volunteers went out into the woods in search of a missing teenager. Soon, all communication with them was lost. Locals believe they were taken by the same dark spirit that took the others. They call it the Limping Widow.",65.0,tt7459986,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2664,The Hunted,0.0,0.0,0.0,0.0,Movie,Josh Stewart,"Josh Stewart, Skipp Sudduth, Katherine Von Till, Ronnie Gene Blevins, Nikki Deloach",,2014,PG-13,88.0,"Chasing their dream of landing their own hunting show, two hunters head into the dense, secluded mountains of West Virginia only to realize they are not alone.",19.0,tt3149900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2665,The Believers,0.0,0.0,0.0,0.0,Movie,John Schlesinger,"Martin Sheen, Helen Shaver, Carla Pinza, Elizabeth Wilson, Harley Cross, Harris Yulin, Jimmy Smits, Robert Loggia",,1987,R,114.0,"Widowed police psychologist Cal Jamison (Martin Sheen) is forced to deal with a series of ritualistic child murders perpetrated by a rogue cult. As the cult's connections to corporate oligarchs emerge, Cal and his family are put at terrible risk.",50.0,tt0092632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2666,Suck,0.0,0.0,0.0,0.0,Movie,Rob Stefaniuk,"Rob Stefaniuk, Jessica Paré, Henry Rollins, Dave Foley, Paul Anthony, Mike Lobel",Canada,2009,R,91.0,"A rock'n'roll vampire spoof about a down and out band, The Winners, that will do anything for a record deal. When their disgruntled manager tells them that they are getting ""long in the tooth"", he doesn't know how prophetic he is.",50.0,tt1323605,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2667,Starbuck,1.0,61.0,0.0,0.0,Movie,Ken Scott,"Patrick Huard, Julie LeBreton, Antoine Bertrand",,2011,R,109.0,"Just when David Wosniak decides to finally take control of his life, this eternal 42 year old teenager discovers that he's the biological father of 533 children. Suddenly, his life is much more complicated that he anticipated.",67.0,tt1756750,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2668,No Clue,0.0,0.0,0.0,0.0,Movie,Carl Bessai,"Brent Butt, Amy Smart, David Koechner, David Cubitt, Dan Payne",,2013,PG-13,96.0,"When a beautiful woman named Kyra accidentally stumbles into Leo Falloon's office and mistakes him for a private investigator, he doesn't exactly set the record straight. He instead agrees to help locate her missing brother - one of Vancouver's top video game designers. Leo's investigation leads him into the surprisingly dangerous and cutthroat world of the video game industry.",24.0,tt2450334,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2669,Madeline,0.0,0.0,0.0,0.0,Movie,Daisy von Scherler Mayer,"Kristian De La Osa, Frances McDormand, Nigel Hawthorne, Hatty Jones, Rachel Dennis, Pilar Garrard",,1998,PG,89.0,Fearless Madeline (Hatty Jones) is the heroine of this family comedy about a Parisian schoolgirl and her classmates. Based on Ludwig Bemelman's classic book series.,61.0,tt0123987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2670,Love Story,0.0,0.0,0.0,0.0,Movie,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, Tommy Lee Jones, John Marley, Ray Milland",,1970,PG,100.0,"The story of a young couple who cross social barriers, marry and ultimately face the greatest crisis of all.",74.0,tt0066011,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2671,Kill Chain,0.0,0.0,0.0,0.0,Movie,Ken Sanzel,"Nicolas Cage, Enrico Colantoni, Anabelle Acosta, Angie Cepeda, and Ryan Kwanten",,2019,R,91.0,"A hotel room shootout between two assassins kicks off a long night where bodies fall like dominoes, as we follow a chain of crooked cops, gangsters, hitmen, a femme fatale and an ex-mercenary through a relay of murder, betrayal, revenge and redemption.",47.0,tt8535180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2672,He Walked by Night,0.0,0.0,0.0,0.0,Movie,"Alfred L. Werker, Anthony Mann","Richard Basehart, Scott Brady, Roy Roberts, Whit Bissell, James Cardwell",,1948,PG-13,79.0,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.",59.0,tt0040427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2673,Eye of the Beholder,0.0,0.0,0.0,0.0,Movie,Stephan Elliott,"Ewan McGregor, Ashley Judd, Patrick Bergin, Geneviève Bujold, Jason Priestley",,2000,R,102.0,"The Eye (Ewan McGregor) is an intelligence agent whose current assignment is to track Joanna Eris (Ashley Judd), a woman suspected of blackmailing a senior government official. But the Eye soon learns that Eris is far more than a blackmailer. As he follows her, he becomes fascinated with what he sees. Soon his surveillance becomes a deadly obsession.",34.0,tt0120662,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2674,Critical Care,2.0,70.5,0.0,0.0,Movie,Sidney Lumet,"James Spader, Kyra Sedgwick, Helen Mirren, Anne Bancroft, Albert Brooks, Colm Feore",,1997,R,107.0,Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father.,58.0,tt0118901,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2675,Copper Bill,0.0,0.0,0.0,0.0,Movie,Brett Bentman,"Dustin Rhodes, Thom Hallum, Arthur RedCloud, Katy Harris, Billy Blair",United States,2020,16+,84.0,Two thieves (AEW's Dustin Rhodes and Thom Hallum) attempt to steal 80 million dollars of hidden Texas drug money from the famed ranch belonging to a dead member of the Cowboy Mafia.,12.0,tt10529644,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2676,"Bruce Lee: The Man, The Myth",0.0,0.0,0.0,0.0,Movie,See-Yuen Ng,"Bruce Li, Chiu Chi-ling",,1976,R,90.0,"A highly fictionalized biography of the famous Bruce Lee, this movie traces his college life, his marriage to Linda Lee, his relationship with his master, and his untimely death.",13.0,tt0077850,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2677,Blood and Chocolate,0.0,0.0,0.0,0.0,Movie,Katja Von Garnier,"Agnes Bruckner, Hugh Dancy, Bogdan Voda, Bryan Dick, Chris Geere, Jack Wilson, John Kerr",,2007,PG-13,98.0,"Blood and Chocolate stars Agnes Bruckner (""24""), Hugh Dancy (""Basic Instinct 2,"") and Olivier Martinez (""Taking Lives"") and is directed by German independent film director Katja von Garnier (""Bandits""). The story takes place in modern day Bucharest and tells the tale of nineteen year old Vivian Gandillon (Bruckner), who has spent her life on the run from the truth that she is a werewolf.",42.0,tt0397044,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2678,Barquero,0.0,0.0,0.0,0.0,Movie,Gordon Douglas,"Lee Van Cleef, Warren Oates, Forrest Tucker, Kerwin Mathews, Mariette Hartley",,1970,R,109.0,"Lee Van Cleef plays a fiercely independent ferry operator in the American West. Bandit Warren Oates and his gang, with booty acquired from destroying a nearby town, demand passage on the ferry – or else! Mr. Van Cleef declines.",31.0,tt0065451,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2679,Allies,0.0,0.0,0.0,0.0,Movie,Dominic Burns,"Julian Ovenden, Chris Reilly, Matt Willis, Edmund Kingsley, Leon Vickers",,2014,16+,94.0,"August 1944. A team of British soldiers led by a US Captain are dropped behind enemy lines in France on a mission that could shorten the war. As nothing goes according to plan, commando Sergeant Harry McBain and Captain Gabriel Jackson know they must put aside personal animosity if the mission is to succeed. Inspired by true events, Allies tells the story of friendship and survival.",23.0,tt3204734,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2680,All Stars,0.0,0.0,0.0,0.0,Movie,Ben Gregor,"Theo Stevenson, Akai Osei, Ashley Jensen, Fleur Houdijk, Dominic Herman-Day",,2013,PG,103.0,Two kids look to throw an ambitious dance show in order to save their struggling youth center.,34.0,tt2186766,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2681,A Night at the Roxbury,1.0,23.0,0.0,0.0,Movie,John Fortenberry,"Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin, Eva Mendes, Michael Clarke Duncan, Jennifer Coolidge, Lochlyn Munro, Molly Shannon, Elisa Donovan",,1998,PG-13,82.0,"Two dim-witted brothers (Chris Kattan, Will Ferrell) dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",47.0,tt0120770,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2682,10 Cent Pistol,0.0,0.0,0.0,0.0,Movie,Michael C. Martin,"Jena Malone, JT Alexander, Damon Alexander, Joe Mantegna, Thomas Ian Nicholas",,2015,R,91.0,"A story about two lifelong criminals who maneuver through the shady underbelly of Los Angeles in search of wealth, love and redemption.",18.0,tt2134170,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2683,The Legend of Sarila,0.0,0.0,0.0,0.0,Movie,Nancy Florence Savard,"Christopher Plummer, Rachelle Lefevre, Dustin Milligan, Tim Rozon, Geneviève Bujold",,2013,ALL,82.0,"This is the story of a voyage of initiation in which three young Inuit go in search of a promised land. It is also the story of a fight to the death between two shamans, the young Markussi and the aged Killiq, who feels that his power is threatened. An inspirational tale that uses authentic settings and indigenous mythology in order to capture the world of the Great White North.",16.0,tt2296935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2684,Vanishing on 7th Street,3.0,65.66666666666667,0.0,0.0,Movie,Brad Anderson,"Hayden Christensen, Thandiwe Newton, John Leguizamo, Taylor Groothuis, Jordan Trovillion, Jacob Latimore, Ron Causey, Arthur Cartwright, Courtney Benjamin, Shawntay Dalon, P.J. Edwards, Benjamin Brennan, Christina Benjamin, Pamela Croydon, Kyle Clarington, Dennis Budziszewski, Will Clarke, Jennifer Lynn Bryant, Adam DeFilippi, Dave Kilgore, Shana Schultz",,2010,R,91.0,In this horrifying thriller a strange blackout causes a city's population to vanish. As the days grow shorter a handful of survivors realize their only hope is to escape the haunted darkness. Starring Hayden Christensen.,46.0,tt1452628,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2685,Fractured,3.0,65.66666666666667,0.0,0.0,Movie,Brad Anderson,"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,2019,TV-MA,100.0,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",53.0,tt4332232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2686,The Stepfather,1.0,34.0,0.0,0.0,Movie,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Jon Tenney, Sherry Stringfield",,2009,PG-13,101.0,"When a teenager returns home from military school, he begins to suspect his mother's new boyfriend is not the charming man he appears to be in this riveting, psychological thriller.",44.0,tt0814335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2687,Cold Case,0.0,0.0,0.0,0.0,Movie,Tanu Balak,"Prithviraj Sukumaran, Lakshmipriya Chandramouli, Anil Nedumangadu, Athmiya Rajan",,2021,16+,140.0,"Cold Case is a hybrid genre film of a crime investigation story and a horror story running parallel. Sathyajith, Assistant Commissioner of Police, along with his team is assigned to handle controversial and complicated cases. One day, while fishing on a lake side, a man finds a garbage bag trapped inside his net.The story revolves how the ACP investigate the case and find out the killer.",32.0,tt13391696,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2688,House on Haunted Hill,0.0,0.0,0.0,0.0,Movie,William Castle,"Vincent Price, Carol Ohmart, Richard Long, Alan Marshal, Carolyn Craig",,1959,16+,75.0,"A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",71.0,tt0051744,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2689,Tobruk,0.0,0.0,0.0,0.0,Movie,Vaclav Marhoul,"Jan Meduna, Petr Vanek, Robert Nebrenský, Michal Novotný, Martin Nahálka, Matús Krátky, Krystof Rímský, Petr Lnenicka, Andrej Polák, Petr Stach",,2008,16+,99.0,"1941. The Czechoslovak 11th Infantry Battalion is sent to the town of Tobruk, Libya; their task is to join the allies in defending the last strategic seaport from the German and Italian units. Among them is the young soldier Jirí, his naive ideas about heroism are starkly confronted with the hell of the African desert, the complicated relationships in his unit and the ubiquitous threat of death.",14.0,tt1224376,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2690,Person to Person,0.0,0.0,0.0,0.0,Movie,Dustin Guy Defa,"Michael Cera, Abbi Jacobson, Tavi Gevinson, Olivia Luccardi, George Sample III",,2017,NR,84.0,"A record collector and his roommate, a teenager and her best friend, and a rookie reporter and her metal-head supervisor. A day in the life of an eclectic group of New Yorkers. Starring Abbi Jacobson, Michael Cera, Tavi Gevinson and more.",52.0,tt5247026,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2691,White Bird in a Blizzard,0.0,0.0,0.0,0.0,Movie,Gregg Araki,"Shailene Woodley, Eva Green, Christopher Meloni, Shiloh Fernandez, Gabourey Sidibe, Thomas Jane",,2014,R,91.0,"Kat Connors' (Shailene Woodley) glamorous but strange mother Eve (Eva Green) vanishes. Kat is excited by her new freedom, distracted by the boy next door and the cop working the case. Disturbing facts surface and the mystery begins to haunt her.",56.0,tt2238050,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2692,Little Women,0.0,0.0,0.0,0.0,Movie,Lela Swift,"Mary Sinclair, Kent Smith, John Baragrey",,1950,7+,56.0,"Sisters Meg, Josephine, Amy, and Beth, with the help of their mother, must keep their family going while their father serves for the Union in the Civil War. Based on Louisa May Alcott's life with her sisters in Massachusetts, the familial bond keeps the sisters going through relationships, tragedy, and growing up.",65.0,tt0041594,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2693,Saving Face,0.0,0.0,0.0,0.0,Movie,Alice Wu,"Michelle Krusiec, Joan Chen, Lynn Chen, Jessica Hecht, Ato Essandoh, Hoon Lee",,2005,R,97.0,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,76.0,tt0384504,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2694,Only Cloud Knows,0.0,0.0,0.0,0.0,Movie,Feng Xiaogang,"Huang Xuan, Yang Caiyu",,2019,PG-13,132.0,"In this poignant romantic drama, a Chinese man mourning the death of his wife returns to New Zealand to revisit their memories together – and discovers that she harbored a number of secrets.",63.0,tt10564446,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2695,Allure,0.0,0.0,0.0,0.0,Movie,"Carlos Sanchez, Jason Sanchez","Evan Rachel Wood, Julia Sarah Stone, Denis O'Hare",,2018,16+,105.0,"During her job as a house cleaner, Laura bonds with an unhappy teenager, Eva. Their mutual attraction escalates as Laura convinces Eva to run away. During their time together, both must unearth certain truths to find their own way. Official Selection Toronto International Film Festival 2017",51.0,tt6215208,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2696,Sinful,0.0,0.0,0.0,0.0,Movie,Rich Mallery,"Nicole D'Angelo, Christina Lo, Chris Spinelli",,2020,16+,75.0,"On the run after committing a horrific crime, newlywed couple Remy and Salem find themselves trapped in a mysterious house as a terrifying darkness closes in on them.",7.0,tt12283788,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2697,All About Sex,0.0,0.0,0.0,0.0,Movie,Dakota Gorman,"Dillon Lane, Natalee Linez, Emma Deckers, Matt Angel, Dakota Gorman, Chris Costanzo, Parvesh Cheena, Cate Cohen, Sterling Sulieman, James Hyde, Anisha Adusumilli, Joey Vahedi, Dusty Warren, Teagan Sirset, Sean Riggs, Michaela Sasner, Madeleine Gardella, Ryan W. Garcia, Oscar Fleming, Graham Outerbridge",,2021,R,104.0,"All About Sex follows the lives of three mid-20's friends, Casey, Morgan and Sage, each caught in the grip of a quarter-life crisis as they meander through the messy, embarrassing and confusing pitfalls that come with ""adulting"".",10.0,tt9730822,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2698,Spirit of the Game,0.0,0.0,0.0,0.0,Movie,J.D. Scott,"Aaron Jakubenko, Kevin Sorbo, Wade Briggs",,2016,PG,98.0,A missionary travels to Australia and learns to reach out through his passion for sport.,20.0,tt4947738,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2699,Mars Needs Women,0.0,0.0,0.0,0.0,Movie,Larry Buchanan,"Tommy Kirk, Yvonne Craig, Warren Hammack, Tony Huston, Larry Tanner, Cal Duggan, Pat Delaney, Sherry Roberts, Donna Lindberg, Bubbles Cash, Byron Lord, Roger Ready, Barnett Shaw, Neil Fletcher, Chet Davis, Ron Scott, George Edgley, Dick Simpson, Don Campbell, Bob Hazlett, Ann Palmer, Gordon Bulow, Bill Thurman, Patrick Cranshaw, Claude Earls, Sally Casey, Bob Lorenz, Sylvia Rundell, David England, Terry Davis, Larry Buchanan",,1968,R,82.0,Five Martians arrive on Earth in search of women with which to repopulate Mars... but their arrival is viewed by the military as a prelude to an invasion.,9.0,tt0060672,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2700,Transfert,0.0,0.0,0.0,0.0,Movie,Massimiliano Russo,"Alberto Mica, Massimiliano Russo, Paola Roccuzzo, Saro Pizzuto, Clio Saccà",,2019,16+,97.0,"Stefano, a young psychotherapist, will have to take care of some, particularly problematic patients. One of them will manage to compromise Stefano's profession, driving him into reconsidering his whole life (and his way of doing it).",10.0,tt5070240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
