,title,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score,type,director,cast,country,release_year,rating,duration,description,score,imdbid,genre.Crime,genre.Drama,genre.Thriller,genre.Action,genre.Horror,genre.Science_Fiction,genre.Music,genre.Reality,genre.Romance,genre.Comedy,genre.Mystery,genre.Documentary,genre.History,genre.Teen,genre.Health_&_Wellness,genre.Lifestyle,genre.Culture,genre.Black_Stories,genre.News,genre.Latino,genre.Adventure,genre.Anime,genre.Talk_Show,genre.Sketch_Comedy,genre.Family,genre.Kids,genre.Classics,genre.LGBTQ,genre.Adult_Animation,genre.Sitcom,genre.Cooking_&_Food,genre.Sports,genre.Game_Shows,genre.International,genre.Cartoons,genre.Science_&_Technology,genre.Stand_Up,genre.Special_Interest,genre.Suspense,genre.TV_Shows,"genre.Arts,_Entertainment,_and_Culture",genre.Variety,genre.Fantasy,genre.Young_Adult_Audience,genre.Animation,genre.Western,genre.Arthouse,genre.Unscripted,genre.Faith_and_Spirituality,genre.Military_and_War,genre.Independent_Movies,genre.British_TV_Shows,genre.Romantic_Movies,genre.Musical,genre.Comedies,genre.Classic_Movies,genre.Kids'_TV,genre.Nature,genre.Cult,genre.Korean_TV_Shows,genre.Movies,genre.Biographical,genre.Superhero,genre.Coming_of_Age,genre.Anthology,genre.Buddy,genre.Parody,genre.Spy/Espionage,genre.Survival,genre.Soap_Opera_/_Melodrama,genre.Dance,genre.Medical,genre.Disaster
105,9/11: One Day in America,0.0,0.0,0.0,0.0,TV Show,,,,2021,TV-MA,1.0,"9/11: One Day in America tells the in-depth story of September 11th through the eyes of the witnesses, heroes and survivors. Made in collaboration with the 9/11 Memorial & Museum to mark the 20th anniversary, this major new series charts the tragic day in unprecedented detail – from the first plane hitting the north tower to the last survivors being rescued from the rubble.",63.0,tt14734548,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,Trigger Point,0.0,0.0,0.0,0.0,Movie,,,,2021,,82.0,A disgraced U.S. operative who suffered memory loss at the hand of captors is dragged back into the deadly spy world when a colleague goes missing. He needs all of his skills to find her but to uncover the truth he must remember the past.,58.0,tt11958610,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,Four Good Days,0.0,0.0,0.0,0.0,Movie,,,,2020,R,101.0,A mother helps her daughter work through four crucial days of recovery from substance abuse.,62.0,tt10344522,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Chaos Walking,0.0,0.0,0.0,0.0,Movie,,,,2021,PG-13,109.0,"In this futuristic action-adventure, a young man (Tom Holland) must discover his inner power and unlock his planet’s dark secrets to save a mysterious girl (Daisy Ridley) who crash-lands on his planet.",53.0,tt2076822,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,American Horror Story,0.0,0.0,0.0,0.0,TV Show,,,United States,2011,TV-MA,10.0,American Horror Story is an anthology horror drama series created and produced by Ryan Murphy and Brad Falchuk. The Emmy® and Golden Globe® winning franchise is produced by Twentieth Century Fox Television.,76.0,tt1844624,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,Disobedience,0.0,0.0,0.0,0.0,Movie,,,,2017,R,114.0,"New York photographer Ronit Krushka flies to London after learning about the death of her estranged father. Ronit is returning to the same Orthodox Jewish community that shunned her decades earlier for her childhood attraction to Esti, a female friend. Their fortuitous and happy reunion soon reignites their burning passion as the two women explore boundaries of faith and sexuality.",73.0,tt6108178,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,Feral State,0.0,0.0,0.0,0.0,Movie,,,,2020,R,83.0,A misfit gang of runaways and orphans are taken in by a dark and charismatic father figure who together wreak havoc throughout swamps and trailer parks of central Florida.,14.0,tt10283902,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,Love and Monsters,0.0,0.0,0.0,0.0,Movie,,,,2020,PG,109.0,"A young man and his traveling companions battle an array of monsters during an epic, 80-mile journey to find the woman he loves.",75.0,tt2222042,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,Bachelor in Paradise,0.0,0.0,0.0,0.0,TV Show,,,United States,2014,TV-14,4.0,"Some of The Bachelor's biggest stars and villains are back. They all left The Bachelor or The Bachelorette with broken hearts, but now they know what it really takes to find love, and on Bachelor in Paradise they'll get a second chance to find their soul mates. Contestants will live together in an isolated romantic paradise in Mexico and explore new romantic relationships.",39.0,tt3780132,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,The Hate U Give,0.0,0.0,0.0,0.0,Movie,,,,2018,PG-13,133.0,A teen witnesses the fatal shooting of her childhood friend by a trigger-happy cop and must decide whether to testify or not.,81.0,tt5580266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,The Emoji Story,0.0,0.0,0.0,0.0,Movie,,,,2020,,79.0,"The Emoji Story explores the complex, conflict-prone, and often hilarious world of the creators, lovers, and arbiters of emoji, our world’s newest pictorial language.",20.0,tt10011302,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,Held,0.0,0.0,0.0,0.0,Movie,,,,2020,,94.0,A couple's ailing marriage is put to the test when they are held hostage in an isolated vacation rental by a mysterious unseen Voice that commands their every move.,49.0,tt10713340,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,Queen Sugar,0.0,0.0,0.0,0.0,TV Show,,,United States,2016,TV-14,5.0,"Produced by Oprah Winfrey, award-winning filmmaker Ava DuVernay (Selma), and Melissa Carter, Queen Sugar chronicles the lives and loves of the estranged Bordelon siblings in Saint Josephine, Louisiana. Reunited by a family tragedy, the Bordelons must navigate their complicated lives in order to run an ailing sugarcane farm.",73.0,tt4419214,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,The Virtuoso,0.0,0.0,0.0,0.0,Movie,,,,2021,R,110.0,"Danger, lies, and murder ensue for a professional assassin on a job in a remote town in this noir thriller starring Anson Mount, Abbie Cornish, and Oscar® winner Anthony Hopkins.",38.0,tt4136456,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,Reservation Dogs,0.0,0.0,0.0,0.0,TV Show,,,,2021,,1.0,"A half-hour comedy that follows four Indigenous teenagers in rural Oklahoma as they steal, rob and save to get to the exotic, mysterious and faraway land of California.",85.0,tt13623580,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,UFO,0.0,0.0,0.0,0.0,TV Show,,,,2021,TV-14,1.0,"A four-part docu-series from J.J. Abrams - Bad Robot and Glen Zipper exploring our fascination with unidentified flying objects, and what clandestine influence the American government, lucrative private companies and the military may have in shielding the truth behind extraterrestrial phenomena to further their own agendas.",24.0,tt14369286,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Fear the Walking Dead,0.0,0.0,0.0,0.0,TV Show,,,United States,2015,TV-MA,6.0,"Fear the Walking Dead AMC’s new companion series to The Walking Dead, goes back to the beginning of the zombie apocalypse in Los Angeles, to a time when life as everyone knew it was upended for reasons unknown.",68.0,tt3743822,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,30 Days of Night,0.0,0.0,0.0,0.0,Movie,,,United States,2007,R,113.0,An Alaskan town that goes dark for a month draws a group of vampires.,60.0,tt0389722,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,Every Breath You Take,0.0,0.0,0.0,0.0,Movie,,,,2021,R,106.0,"A psychiatrist, whose client commits suicide, finds his family life disrupted after introducing her surviving brother to his wife and daughter.",48.0,tt2231874,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Hamilton's Pharmacopeia,0.0,0.0,0.0,0.0,TV Show,,,United States,2016,TV-MA,3.0,"Hamilton is fascinated by drugs. Join him on an incredible journey as he investigates the history, chemistry, and social impact of the world’s most extraordinary mind-altering substances in Hamilton’s Pharmacopeia.",25.0,tt6090814,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Jack and Jill,0.0,0.0,0.0,0.0,Movie,,,,2011,PG,91.0,Jack Sadelstein (Adam Sandler) has his normal tranquil life turned upside down when his twin sister Jill (also Adam Sandler) arrives for visit.,29.0,tt0810913,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Kingpin,0.0,0.0,0.0,0.0,Movie,,,,1996,TV-14,114.0,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",64.0,tt0116778,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Mud,0.0,0.0,0.0,0.0,Movie,,,,2012,PG-13,131.0,"After two boys discover a mysterious outlaw named Mud hiding on a deserted island in the Mississippi River, they embark on a dangerous, life-changing odyssey to reunite Mud with his long-lost love.",78.0,tt1935179,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,Saints & Sinners,0.0,0.0,0.0,0.0,TV Show,,,United States,2016,TV-MA,5.0,"Only God and the Devil can tell the difference between a saint and a sinner at Greater Hope Baptist Church. With a history stretching over several generations, the church and the townspeople of Cypress, Georgia truly are a family. However, in this family, love and loyalty have become tainted by lust and greed. As mysteries unravel, deeply-ingrained secrets threaten to demolish the very heart of the community and shatter the lives of those within it.",19.0,tt5336934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Shane,0.0,0.0,0.0,0.0,Movie,,,,1953,G,135.0,A lone horseman arrives in a western town and helps bring an end to a violent feud between the homesteaders and cattle barons of the area.,81.0,tt0046303,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,The Hot Chick,0.0,0.0,0.0,0.0,Movie,,,,2002,PG-13,105.0,"A curse turns the hottest, most popular (and meanest) girl on a high-school campus into Rob Schneider in this hilarious comedy.",45.0,tt0302640,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,The Hunter,0.0,0.0,0.0,0.0,Movie,,,,1980,PG,97.0,A bounty hunter who makes his living finding bail-jumpers is stalked by a fugitive vowing revenge. Based on the real life adventures of Ralph Thornson.,51.0,tt0080907,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,The Pier,0.0,0.0,0.0,0.0,TV Show,,,,2019,TV-MA,2.0,"High-profile architect Alexandra faces her worst nightmare when she gets a call from local cop Conrado to identify her husband Oscar's body, found on a pier. She soon finds out there was more to his life than she knew.",59.0,tt8297022,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,The Rifleman,0.0,0.0,0.0,0.0,TV Show,,,,1958,G,1.0,"The action-packed series about a dedicated rancher (Chuck Connors) trying to raise his son (Johnny Crawford) in a turbulant, untamed West. Their adventures are filled with rousing, two-fisted action set against sweeping beautiful and authentic locations. A classic hit-series, ""The Rifleman"" is rich with high production standards, moral values and a superb list of guest stars.",52.0,tt0051308,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,The Sons of Katie Elder,0.0,0.0,0.0,0.0,Movie,,,,1965,PG,122.0,"The four rowdy Elder boys return to Clearwater, Texas for their mother's funeral but instead engage in a battle to win back their family ranch and avenge their father's previous murder.",74.0,tt0059740,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,Toy Soldiers,0.0,0.0,0.0,0.0,Movie,,,,1991,R,112.0,"In this carefully crafted suspense thriller, a group of problem students at an exclusive Northeastern prep school band together to wage a desperate and deadly campaign against terrorists who lay siege to their school",55.0,tt0103112,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,Transcendence,0.0,0.0,0.0,0.0,Movie,,,,2014,PG-13,119.0,A computer scientist on the verge of a major breakthrough in advanced artificial intelligence uploads his consciousness to a supercomputer.,49.0,tt2209764,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Watchmen,0.0,0.0,0.0,0.0,Movie,,,,2009,R,162.0,A group of retired super heroes reunite when the murder of one of their own points to a much-larger threat in this comic adaptation.,73.0,tt0409459,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,The Resort,0.0,0.0,0.0,0.0,Movie,,,,2021,,76.0,"Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort. It’s beautiful there, but they soon learn you have to be careful what you wish for.",67.0,tt11897688,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,Best Summer Ever,0.0,0.0,0.0,0.0,Movie,,,,2020,,79.0,A fresh and exhilarating take on the beloved teen musical genre featuring eight original songs and a fully integrated cast and crew of people with and without disabilities.,37.0,tt7543058,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,Celebrity Family Feud,0.0,0.0,0.0,0.0,TV Show,,,United States,2008,TV-14,1.0,Celebrity Family Feud hosted by Steve Harvey pits celebrities against each other in a contest to name the most popular responses to a survey-type question posed to 100 people.,15.0,tt1249208,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,The Artist,0.0,0.0,0.0,0.0,Movie,,,,2011,PG-13,101.0,"Hollywood 1927. George Valentin is a very successful silent movie star, but the arrival of talking pictures could mark the end of his career.",83.0,tt1655442,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,The Good Traitor,0.0,0.0,0.0,0.0,Movie,,,,2020,,115.0,"When Denmark is invaded by Nazi Germany and begins cooperating with them. Denmark's ambassador to the US, Henrik Kauffmann, puts everything on the line and engineers a rebellious plan to defeat Hitler and give the Danish people their freedom back.",26.0,tt10375972,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,100 Foot Wave,0.0,0.0,0.0,0.0,TV Show,,,,2021,TV-14,1.0,"Surfing pioneer Garrett McNamara's quest to conquer a 100-foot wave and its transformation of Nazare, Portugal is detailed in this series.",23.0,tt14126234,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Power Book III: Raising Kanan,0.0,0.0,0.0,0.0,TV Show,,,,2021,TV-MA,1.0,A chronicle of the early years of Kanan Stark.,81.0,tt11761176,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,The Deceived,0.0,0.0,0.0,0.0,TV Show,,,,2020,,1.0,"While studying at Cambridge, Ophelia falls for her married lecturer; when their affair is interrupted by a shocking and tragic death, Ophelia finds herself trapped in a world where she can no longer trust her own mind.",36.0,tt10681614,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,A Field in England,0.0,0.0,0.0,0.0,Movie,,,,2013,,90.0,"A Field In England is a psychedelic trip into magic and madness from Ben Wheatley, the award-winning director of Down Terrace, Kill List, High Rise and Sightseers.",68.0,tt2375574,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Borgman,0.0,0.0,0.0,0.0,Movie,,,,2013,,113.0,An darkly humorous fable exploring the nature of evil in unexpected places.,70.0,tt1954315,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Bullhead,0.0,0.0,0.0,0.0,Movie,,,,2011,R,129.0,"Cattle farmer Jacky, initiates a shady deal with a notorious mafioso meat trader. When an investigating federal agent is assassinated & a woman from his traumatic past resurfaces, he must face the far-reaching consequences of his decisions.",75.0,tt1821593,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Cheap Thrills,0.0,0.0,0.0,0.0,Movie,,,,2014,,87.0,"A couple engages two friends in a series of dares in exchange for money, with each challenge upping the ante in both reward and boundaries.",69.0,tt2389182,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Exit Plan,0.0,0.0,0.0,0.0,Movie,,,,2020,,90.0,Insurance claims investigator Max (Nikolaj Coster-Waldau) follows the clues of a mysterious death to a remote hotel that specializes in assisted suicide. His search uncovers disturbing revelations that he may not be able to escape.,51.0,tt8765580,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,Sonny Boy,0.0,0.0,0.0,0.0,TV Show,,,,2021,,1.0,"It’s an ordinary summer vacation...except for the fact that Nagara’s high school has mysteriously drifted into another dimension. As the students develop strange new powers and form new rivalries, can they survive the alien environment – and each other?",50.0,tt14642342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,The Act of Killing,0.0,0.0,0.0,0.0,Movie,,,,2012,,122.0,"Filmmaker Joshua Oppenheimer and documentary titans, Werner Herzog and Errol Morris examine a country where Indonesian death squad leaders are celebrated as heroes, challenging them to reenact their real-life mass-killings.",86.0,tt2375605,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,The Connection,0.0,0.0,0.0,0.0,Movie,,,,2015,R,136.0,"A stylish, crime thriller inspired by true events, THE CONNECTION tells the story of magistrate Pierre Michel (Jean Dujardin) and his crusade to dismantle the most notorious drug smuggling operation in history: the French Connection.",73.0,tt2935564,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
