title,director,cast,score,Number_MoviesShows_dir,dir_average_score,Number_MoviesShows_cast,cast_average_score
,,Sam Waterson,,,,1.0,61.0
,,Sam Waterston,,,,3.0,49.666666666666664
,,Sam Watkins,,,,1.0,11.0
,,Sam Winspear-Schillings,,,,1.0,29.0
,,Sam Worthington,,,,7.0,55.714285714285715
,,Samaira Rao,,,,1.0,44.0
,,Samaire Armstrong,,,,2.0,30.5
,,Samantha,,,,1.0,14.0
,,Samantha Acuña,,,,1.0,69.0
,,Samantha Akkineni,,,,1.0,49.0
,,Samantha Barks,,,,1.0,71.0
,,Samantha Colburn,,,,1.0,35.0
,,Samantha De Benedet,,,,1.0,38.0
,,Samantha Ferris,,,,1.0,57.0
,,Samantha Isler,,,,1.0,73.0
,,Samantha Mathis,,,,3.0,52.0
,,Samantha Morton,,,,4.0,43.25
,,Samantha Robinson,,,,1.0,66.0
,,Samantha Ruth Prabhu,,,,3.0,41.333333333333336
,,Samantha Scaffidi,,,,1.0,56.0
,,Samantha Schmütz,,,,1.0,39.0
,,Samantha Spiro,,,,1.0,75.0
,,Samara Naeymi,,,,1.0,29.0
,,Samara Weaving,,,,1.0,63.0
,,Sambasa Nzeribe,,,,1.0,54.0
,,Sameer Dharmadhikari,,,,1.0,14.0
,,Sameer Paranjape,,,,1.0,31.0
,,Sameera Reddy,,,,3.0,33.0
,,Samer Elkhal,,,,1.0,18.0
,,Samer Ismail,,,,1.0,31.0
,,Samer al Masri,,,,1.0,31.0
,,Sami Bouajila,,,,1.0,37.0
,,Sami Hawat,,,,1.0,19.0
,,Samia Said,,,,1.0,12.0
,,Samiksha Bhatnagar,,,,1.0,20.0
,,Samin Nosrat,,,,1.0,61.0
,,Samir Ghanem,,,,1.0,8.0
,,Samir Guesmi,,,,1.0,66.0
,,Samir Soni,,,,2.0,56.5
,,Samir Youssef,,,,1.0,33.0
,,Samira Sarkis,,,,1.0,20.0
,,Samita Bangargi,,,,1.0,26.0
,,Samiya Mumtaz,,,,1.0,15.0
,,Samm Levine,,,,1.0,49.0
,,Sammi Cheng,,,,1.0,51.0
,,Sammi Hanratty,,,,1.0,36.0
,,Sammi Rotibi,,,,1.0,84.0
,,Sammir Dattani,,,,1.0,24.0
,,Sammo Kam-Bo Hung,,,,4.0,51.25
,,Sammy Pérez,,,,1.0,70.0
,,Sammy Scheuritzel,,,,1.0,39.0
,,Sammy Sheik,,,,1.0,53.0
,,Samo Rafael,,,,1.0,59.0
,,Sampath,,,,1.0,9.0
,,Sampath Kumar,,,,1.0,7.0
,,Sampath Raj,,,,1.0,49.0
,,Samrat Chakrabarti,,,,1.0,55.0
,,Samson Coulter,,,,1.0,67.0
,,Samson Kayo,,,,1.0,71.0
,,Samuel Arnold,,,,1.0,64.0
,,Samuel Collings,,,,1.0,64.0
,,Samuel Davis,,,,1.0,36.0
,,Samuel E. Wright,,,,1.0,78.0
,,Samuel Gould,,,,1.0,68.0
,,Samuel Jackson,,,,1.0,83.0
,,Samuel Jouy,,,,1.0,60.0
,,Samuel Ku,,,,1.0,59.0
,,Samuel L. Jackson,,,,10.0,70.6
,,Samuel Larsen,,,,1.0,43.0
,,Samuel Rizal,,,,1.0,13.0
,,Samuel West,,,,2.0,68.5
,,Samuel Wright,,,,1.0,62.0
,,Samuel de Assis,,,,1.0,80.0
,,Samuele Caruana,,,,1.0,71.0
,,Samuthirakani,,,,1.0,38.0
,,Samy Maghawry,,,,1.0,8.0
,,Samy Seghir,,,,1.0,37.0
,,Samya Pascotto,,,,1.0,43.0
,,Samyuktha Menon,,,,1.0,53.0
,,Sana Saeed,,,,1.0,78.0
,,Sanaa Lathan,,,,3.0,65.33333333333333
,,Sanal Aman,,,,1.0,67.0
,,Sandeep Parikh,,,,1.0,68.0
,,Sandeep Varanasi,,,,1.0,36.0
,,Sandesh Jadhav,,,,1.0,69.0
,,Sandhya Mridul,,,,7.0,33.0
,,Sandi Schultz,,,,1.0,72.0
,,Sandip Pathak,,,,1.0,43.0
,,Sandor Funtek,,,,1.0,76.0
,,Sandra Bullock,,,,3.0,61.0
,,Sandra Corveloni,,,,1.0,36.0
,,Sandra Ellis Lafferty,,,,2.0,58.5
,,Sandra Escacena,,,,1.0,64.0
,,Sandra Kwan Yue Ng,,,,1.0,14.0
,,Sandra Mae Frank,,,,1.0,19.0
,,Sandra Oh,,,,4.0,71.25
,,Sandrine Holt,,,,1.0,71.0
,,Sandrine Kiberlain,,,,1.0,18.0
,,Sandy Barnett,,,,1.0,77.0
,,Sandy Baron,,,,1.0,72.0
,,Sandy Dennis,,,,1.0,56.0
,,Sandy Duncan,,,,2.0,58.5
,,Sandy Fox,,,,1.0,48.0
,,Sandy Hamilton,,,,1.0,60.0
,,Sandy Heribert,,,,1.0,47.0
,,Sandy Holt,,,,1.0,66.0
,,Sandy Robson,,,,1.0,22.0
,,Sanghmitra Hitaishi,,,,1.0,43.0
,,Sangili Murugan,,,,1.0,52.0
,,Sanjana Sanghi,,,,1.0,75.0
,,Sanjay Bhatia,,,,1.0,43.0
,,Sanjay Dutt,,,,7.0,31.142857142857142
,,Sanjay Goradia,,,,1.0,23.0
,,Sanjay Gurbaxani,,,,1.0,14.0
,,Sanjay Kapoor,,,,2.0,54.0
,,Sanjay Mehandiratta,,,,1.0,9.0
,,Sanjay Mishra,,,,6.0,36.166666666666664
,,Sanjay Narvekar,,,,1.0,42.0
,,Sanjay Sharma,,,,1.0,12.0
,,Sanjay Singh,,,,1.0,76.0
,,Sanjay Suri,,,,3.0,50.0
,,Sanjay Taneja,,,,1.0,60.0
,,Sanjeeda Sheikh,,,,1.0,19.0
,,Sanjeev Bhaskar,,,,1.0,16.0
,,Sanjeev Kumar,,,,1.0,37.0
,,Santana Dempsey,,,,1.0,10.0
,,Santanu Ghatak,,,,1.0,59.0
,,Santhanam,,,,6.0,23.666666666666668
,,Santi Gupta,,,,1.0,79.0
,,Santiago Felipe Gomez,,,,1.0,27.0
,,Santiago Saez,,,,1.0,42.0
,,Santiago Torres,,,,1.0,58.0
,,Santino Fontana,,,,2.0,71.5
,,Santo Cilauro,,,,1.0,28.0
,,Santosh Juvekar,,,,1.0,44.0
,,Sanya Malhotra,,,,2.0,71.0
,,Saoirse Ronan,,,,3.0,62.0
,,Saoirse-Monica Jackson,,,,1.0,87.0
,,Saori Hayami,,,,3.0,69.0
,,Sapan Verma,,,,1.0,13.0
,,Sapna Bhavnani,,,,1.0,33.0
,,Sapna Pabbi,,,,1.0,30.0
,,Sapol Assawamunkong,,,,1.0,51.0
,,Saqib Saleem,,,,2.0,44.5
,,Sara Botsford,,,,2.0,48.5
,,Sara Casasnovas,,,,1.0,57.0
,,Sara De Bosschere,,,,1.0,54.0
,,Sara Derzawy,,,,1.0,10.0
,,Sara El Mhamdi Elaaloui,,,,1.0,46.0
,,Sara Gilbert,,,,1.0,55.0
,,Sara Giraudeau,,,,1.0,67.0
,,Sara Kashif,,,,1.0,35.0
,,Sara Lazzaro,,,,1.0,55.0
,,Sara McMann,,,,1.0,56.0
,,Sara Montez,,,,1.0,45.0
,,Sara Paxton,,,,1.0,45.0
,,Sara Serraiocco,,,,1.0,54.0
,,Sara Stewart,,,,1.0,61.0
,,Sara Sálamo,,,,2.0,61.0
,,Sara Underwood,,,,1.0,58.0
,,Sara Waisglass,,,,1.0,72.0
,,Sara Wijayanto,,,,1.0,33.0
,,Sara Yu,,,,1.0,52.0
,,Sarabjit Cheema,,,,1.0,24.0
,,Sarah Baker,,,,2.0,46.5
,,Sarah Baldwin,,,,1.0,52.0
,,Sarah Bishop,,,,1.0,35.0
,,Sarah Bolger,,,,2.0,53.0
,,Sarah Brightman,,,,1.0,57.0
,,Sarah Brooks,,,,1.0,57.0
,,Sarah Burns,,,,2.0,37.5
,,Sarah Butler,,,,1.0,8.0
,,Sarah Callies,,,,1.0,29.0
,,Sarah Carter,,,,1.0,13.0
,,Sarah Chalke,,,,1.0,67.0
,,Sarah Charipar,,,,1.0,17.0
,,Sarah Churchill,,,,1.0,62.0
,,Sarah Constible,,,,1.0,44.0
,,Sarah Cooper,,,,1.0,39.0
,,Sarah Darling,,,,1.0,29.0
,,Sarah Deakins,,,,1.0,36.0
,,Sarah Dunsworth,,,,2.0,66.0
,,Sarah G. Buxton,,,,1.0,51.0
,,Sarah Gadon,,,,5.0,54.4
,,Sarah Geronimo,,,,3.0,22.666666666666668
,,Sarah Greene,,,,2.0,48.0
,,Sarah Henderson,,,,1.0,52.0
,,Sarah Hyland,,,,1.0,47.0
,,Sarah Jane Dias,,,,1.0,29.0
,,Sarah Jane Morris,,,,1.0,63.0
,,Sarah Jayne Jensen,,,,1.0,50.0
,,Sarah Jessica Parker,,,,5.0,48.8
,,Sarah Jones,,,,1.0,69.0
,,Sarah Jurgens,,,,1.0,38.0
,,Sarah Lancashire,,,,1.0,73.0
,,Sarah Lancaster,,,,1.0,28.0
,,Sarah Lassez,,,,1.0,7.0
,,Sarah Levy,,,,1.0,46.0
,,Sarah Manninen,,,,1.0,22.0
,,Sarah McLachlan,,,,1.0,36.0
,,Sarah Mezzanotte,,,,1.0,58.0
,,Sarah Michelle Gellar,,,,1.0,64.0
,,Sarah Munn,,,,1.0,33.0
,,Sarah Patterson,,,,1.0,28.0
,,Sarah Paulson,,,,4.0,56.0
,,Sarah Pidgeon,,,,1.0,78.0
,,Sarah Polley,,,,1.0,67.0
,,Sarah Rose Karr,,,,1.0,51.0
,,Sarah Roy,,,,1.0,27.0
,,Sarah Shahi,,,,4.0,48.75
,,Sarah Silverman,,,,5.0,60.2
,,Sarah Smyth,,,,1.0,49.0
,,Sarah Snook,,,,4.0,64.0
,,Sarah Steele,,,,1.0,42.0
,,Sarah Stunt,,,,1.0,36.0
,,Sarah Sweeney,,,,1.0,12.0
,,Sarah T. Cohen,,,,1.0,62.0
,,Sarah Thompson,,,,1.0,51.0
,,Sarah Viktoria Bjerregaard,,,,1.0,65.0
,,Sarah Wilson,,,,1.0,49.0
,,Sarah Wright,,,,2.0,45.5
,,Sarah Wright Olsen,,,,1.0,71.0
,,Sarah-Jane Dias,,,,4.0,35.5
,,Sarah-Jeanne Labrosse,,,,1.0,64.0
,,Saranya Ponvannan,,,,3.0,19.666666666666668
,,Sarayu Blue,,,,1.0,59.0
,,Sarbjit Cheema,,,,1.0,22.0
,,Sardar Sohi,,,,2.0,18.0
,,Sareh Bayat,,,,1.0,89.0
,,Sarena Parmar,,,,1.0,57.0
,,Sarfaraz Khan,,,,1.0,18.0
,,Sargun Mehta,,,,1.0,39.0
,,Sari Lennick,,,,1.0,78.0
,,Sarika,,,,1.0,53.0
,,Sarina Farhadi,,,,1.0,89.0
,,Sarita Choudhury,,,,3.0,37.0
,,Sarp Akkaya,,,,1.0,72.0
,,Sas Goldberg,,,,1.0,49.0
,,Sascha Parkinson,,,,1.0,15.0
,,Sascha Radetsky,,,,1.0,65.0
,,Sasha Alexander,,,,2.0,53.0
,,Sasha Grey,,,,1.0,49.0
,,Sasha Jackson,,,,1.0,36.0
,,Sasha Lane,,,,2.0,67.0
,,Sasha Mitchell,,,,1.0,29.0
,,Sasha Pieterse,,,,2.0,40.5
,,Sasha Roiz,,,,2.0,59.0
,,Sasikumar,,,,1.0,21.0
,,Sasithorn Panichnok,,,,1.0,51.0
,,Saskia Bernaola,,,,1.0,18.0
,,Saskia Maarleveld,,,,1.0,29.0
,,Saskia Mulder,,,,1.0,77.0
,,Sasson Gabai,,,,1.0,65.0
,,Saswata Chatterjee,,,,1.0,81.0
,,Sathish,,,,2.0,28.5
,,Sathyan,,,,1.0,36.0
,,Sathyaraj,,,,4.0,36.75
,,Satinder Sartaaj,,,,1.0,22.0
,,Satish Kaushik,,,,4.0,39.0
,,Satish Shah,,,,9.0,53.0
,,Satnam Singh Bhamara,,,,1.0,13.0
,,Satomi Arai,,,,2.0,76.0
,,Satoshi Hino,,,,2.0,66.5
,,Satoshi Mikami,,,,1.0,41.0
,,Satoshi Tsuruoka,,,,1.0,68.0
,,Satsuki Yukino,,,,1.0,83.0
,,Satwant Kaur,,,,2.0,26.5
,,Satya Akkala,,,,1.0,46.0
,,Satyadeep Misra,,,,3.0,31.666666666666668
,,Satyadev Dubey,,,,1.0,24.0
,,Satyaraj,,,,1.0,59.0
,,Satyendra Kapoor,,,,3.0,36.0
,,Saul Nanni,,,,1.0,40.0
,,Saul Rubinek,,,,2.0,50.0
,,Saumya Tandon,,,,1.0,81.0
,,Saurabh Saraswat,,,,1.0,22.0
,,Saurabh Shukla,,,,3.0,33.0
,,Sauraseni Maitra,,,,1.0,42.0
,,Savannah Lathem,,,,1.0,66.0
,,Saveliy Kramarov,,,,1.0,73.0
,,Saverio Raimondo,,,,1.0,7.0
,,Savin Phillip,,,,1.0,42.0
,,Savion Glover,,,,1.0,14.0
,,Savita Bajaj,,,,1.0,47.0
,,Savita Malpekar,,,,1.0,9.0
,,Sawsan Badr,,,,2.0,26.5
,,Sayaka Akimoto,,,,1.0,47.0
,,Sayaka Ohara,,,,3.0,70.66666666666667
,,Sayaka Senbongi,,,,1.0,46.0
,,Sayali Bhagat,,,,1.0,10.0
,,Sayani Gupta,,,,1.0,81.0
,,Sayed Rajab,,,,1.0,8.0
,,Saygın Soysal,,,,1.0,47.0
,,Sayumi Suzushiro,,,,1.0,71.0
,,Sayumi Watabe,,,,1.0,63.0
,,Sayyeshaa,,,,2.0,19.5
,,Sayyid El Alami,,,,1.0,66.0
,,Saïd Boumazoughe,,,,1.0,48.0
,,Saïd Taghmaoui,,,,1.0,66.0
,,Saïda Bekkouche,,,,1.0,18.0
,,Saúl Craviotto,,,,1.0,47.0
,,Saúl Lisazo,,,,2.0,44.0
,,Scali Delpeyrat,,,,1.0,66.0
,,Scarlet Rivera,,,,1.0,75.0
,,Scarlett Johansson,,,,2.0,77.0
,,Scarlett Pomers,,,,1.0,31.0
,,Scatman Crothers,,,,2.0,64.5
,,Schin Kerr,,,,1.0,69.0
,,Schuyler Fisk,,,,1.0,42.0
,,Scoot McNairy,,,,3.0,64.0
,,Scorcher,,,,1.0,20.0
,,Scot Cooper,,,,1.0,19.0
,,Scotia Anderson,,,,1.0,15.0
,,Scott  Kreamer,,,,1.0,68.0
,,Scott Adkins,,,,8.0,58.75
,,Scott Adsit,,,,1.0,80.0
,,Scott Alan Smith,,,,1.0,35.0
,,Scott Alexander Young,,,,1.0,27.0
,,Scott Aukerman,,,,1.0,59.0
,,Scott Bakula,,,,3.0,67.0
,,Scott Caan,,,,1.0,67.0
,,Scott Cohen,,,,1.0,9.0
,,Scott Cordes,,,,1.0,7.0
,,Scott Dixon,,,,1.0,17.0
,,Scott Evans,,,,1.0,55.0
,,Scott Foley,,,,2.0,50.0
,,Scott Fujita,,,,1.0,85.0
,,Scott Gibbs,,,,1.0,52.0
,,Scott Glenn,,,,3.0,41.666666666666664
,,Scott Haze,,,,1.0,73.0
,,Scott Innes,,,,1.0,79.0
,,Scott Jacoby,,,,1.0,69.0
,,Scott Jurek,,,,1.0,78.0
,,Scott Keiji Takeda,,,,1.0,47.0
,,Scott Lawrence,,,,1.0,86.0
,,Scott MacDonald,,,,1.0,43.0
,,Scott Marlowe,,,,1.0,45.0
,,Scott Martin,,,,1.0,30.0
,,Scott McCord,,,,1.0,15.0
,,Scott McNeil,,,,1.0,8.0
,,Scott Mescudi,,,,2.0,43.5
,,Scott Parker,,,,1.0,58.0
,,Scott Patey,,,,1.0,39.0
,,Scott Porter,,,,5.0,48.6
,,Scott Poythress,,,,1.0,50.0
,,Scott Pryor,,,,1.0,56.0
,,Scott Shepherd,,,,1.0,65.0
,,Scott Terra,,,,1.0,57.0
,,Scott Wahle,,,,1.0,58.0
,,Scott Wolf,,,,1.0,35.0
,,ScottAsheton,,,,1.0,75.0
,,Scottie Epstein,,,,1.0,57.0
,,Scout Taylor-Compton,,,,2.0,42.0
,,Seamus Davey-Fitzpatrick,,,,1.0,14.0
,,"Sean ""P. Diddy"" Combs",,,,2.0,66.0
,,Sean Amsing,,,,1.0,49.0
,,Sean Astin,,,,10.0,48.7
,,Sean Bean,,,,2.0,50.0
,,Sean Bridgers,,,,2.0,62.0
,,Sean Carrigan,,,,1.0,59.0
,,Sean Connery,,,,5.0,70.6
,,Sean Dugan,,,,1.0,72.0
,,Sean Dulake,,,,1.0,43.0
,,Sean Faris,,,,1.0,50.0
,,Sean Gunn,,,,1.0,36.0
,,Sean Hankinson,,,,1.0,20.0
,,Sean Harris,,,,2.0,58.5
,,Sean Hartley,,,,1.0,65.0
,,Sean Hayes,,,,2.0,43.5
,,Sean J. Young,,,,1.0,78.0
,,Sean Jones,,,,1.0,9.0
,,Sean Kenin,,,,1.0,67.0
,,Sean Maher,,,,2.0,31.0
,,Sean Mahon,,,,1.0,80.0
,,Sean Marquette,,,,1.0,32.0
,,Sean Marshall,,,,1.0,45.0
,,Sean McNamara,,,,1.0,22.0
,,Sean O'Bryan,,,,4.0,40.0
,,Sean Patrick Brennan,,,,1.0,23.0
,,Sean Patrick Flanery,,,,3.0,48.0
,,Sean Patrick Leonard,,,,1.0,17.0
,,Sean Patrick Thomas,,,,2.0,54.5
,,Sean Penn,,,,4.0,58.0
,,Sean Ramey,,,,1.0,28.0
,,Sean Russel Herman,,,,1.0,29.0
,,Sean Samuels,,,,1.0,26.0
,,Sean Schemmel,,,,1.0,9.0
,,Sean Scully,,,,1.0,20.0
,,Sean Skene,,,,1.0,35.0
,,Sean Sprawling,,,,1.0,36.0
,,Sean Suozzi,,,,1.0,37.0
,,Sean Xiao,,,,2.0,57.5
,,Seandrea Sledge,,,,1.0,77.0
,,Seann Gallagher,,,,1.0,9.0
,,Seann William Scott,,,,5.0,46.2
,,Season Hubley,,,,1.0,4.0
,,Sebastian Amoruso,,,,1.0,49.0
,,Sebastian Arcelus,,,,1.0,41.0
,,Sebastian Billingsley-Rodriguez,,,,1.0,49.0
,,Sebastian Cabot,,,,1.0,69.0
,,Sebastian Cavazza,,,,1.0,29.0
,,Sebastian Eslava,,,,1.0,32.0
,,Sebastian Jakob Doppelbauer,,,,1.0,71.0
,,Sebastian Koch,,,,2.0,73.5
,,Sebastian Maniscalco,,,,1.0,38.0
,,Sebastian Pigott,,,,2.0,50.5
,,Sebastian Saraceno,,,,1.0,51.0
,,Sebastian Stankiewicz,,,,1.0,39.0
,,Sebastian Urzendowsky,,,,1.0,48.0
,,Sebastiano Kiniger,,,,1.0,68.0
,,Sebastián Eslava,,,,1.0,51.0
,,Sebastián Mogordoy,,,,1.0,37.0
,,Sebastián Monteghirfo,,,,1.0,18.0
,,Sebastián Osorio,,,,1.0,37.0
,,Sebastián Rulli,,,,3.0,41.333333333333336
,,Sebastián Silva,,,,1.0,62.0
,,Sebastián Zurita,,,,1.0,14.0
,,Secun de la Rosa,,,,3.0,51.666666666666664
,,Secunda Wood,,,,1.0,12.0
,,Seda Güven,,,,1.0,31.0
,,Sedef Avcı,,,,1.0,72.0
,,Seema Biswas,,,,7.0,46.285714285714285
,,Seema Kaushal,,,,1.0,52.0
,,Seema Pahwa,,,,2.0,67.5
,,Seema Taneja,,,,1.0,59.0
,,Seetha,,,,1.0,14.0
,,Sefik Taylan,,,,1.0,16.0
,,Segun Arinze,,,,1.0,54.0
,,Sei Matobu,,,,2.0,43.5
,,Seidy Lopez,,,,1.0,52.0
,,Seif Abdelrahman,,,,1.0,53.0
,,Seiko Tamura,,,,1.0,41.0
,,Seiro Ogino,,,,1.0,66.0
,,Seishu Uragami,,,,1.0,67.0
,,Sejal Kumar,,,,1.0,12.0
,,Selahattin Paşalı,,,,1.0,74.0
,,Selami Şahin,,,,1.0,13.0
,,Selena Gomez,,,,7.0,64.71428571428571
,,Selenis Leyva,,,,1.0,58.0
,,Selima Taibi,,,,1.0,50.0
,,Selina Cadell,,,,1.0,34.0
,,Selina Lo,,,,1.0,63.0
,,Sello Maake Ka-Ncube,,,,1.0,72.0
,,Selma Blair,,,,5.0,50.2
,,Selma Ergeç,,,,1.0,37.0
,,Selton Mello,,,,1.0,64.0
,,Selva Rasalingam,,,,1.0,15.0
,,Sema Poyraz,,,,1.0,42.0
,,Sema Şimşek,,,,1.0,25.0
,,Sendhil Ramamurthy,,,,1.0,82.0
,,Senthil,,,,1.0,36.0
,,Seo Hyun-jin,,,,1.0,21.0
,,Seo In-guk,,,,1.0,64.0
,,Seo Jae-hee,,,,1.0,69.0
,,Seo Ji-hye,,,,1.0,91.0
,,Seo Kang-jun,,,,1.0,69.0
,,Seo Sang-won,,,,1.0,56.0
,,Seo Woo-jin,,,,1.0,50.0
,,Seo Ye-ji,,,,1.0,63.0
,,Seo Yea-ji,,,,1.0,86.0
,,Seo Yi-sook,,,,3.0,70.33333333333333
,,SeoJu Park,,,,1.0,14.0
,,Seohyun,,,,1.0,16.0
,,Seok-Hwan An,,,,1.0,40.0
,,Seolhyun,,,,2.0,67.5
,,Seong-il Bae,,,,1.0,77.0
,,Seong-kun Mun,,,,1.0,77.0
,,Seong-woo Bae,,,,1.0,55.0
,,Ser'Darius Blain,,,,1.0,67.0
,,Seren Hawkes,,,,1.0,65.0
,,Serena Fang,,,,1.0,70.0
,,Serena Scott Thomas,,,,1.0,7.0
,,Serenity Reign Brown,,,,1.0,38.0
,,Serge Cockburn,,,,1.0,40.0
,,Serge François,,,,1.0,16.0
,,Sergei Polunin,,,,1.0,46.0
,,Sergey Kempo,,,,1.0,54.0
,,Sergi López,,,,3.0,48.0
,,Sergi Subirà,,,,1.0,54.0
,,Sergio Basañez,,,,1.0,29.0
,,Sergio Calderón,,,,1.0,76.0
,,Sergio Freire,,,,1.0,8.0
,,Sergio Galliani,,,,1.0,11.0
,,Sergio IJssel,,,,1.0,28.0
,,Sergio Mur,,,,2.0,41.5
,,Sergio Peris-Mencheta,,,,3.0,52.333333333333336
,,Sergio Quintana,,,,1.0,21.0
,,Sergio Rizzuto,,,,2.0,37.0
,,Sergio Ruggeri,,,,1.0,40.0
,,Serinda Swan,,,,2.0,38.5
,,Serkan Ercan,,,,1.0,44.0
,,Serkan Keskin,,,,3.0,31.333333333333332
,,Serkan Çayoğlu,,,,1.0,58.0
,,Sermet Yeşil,,,,1.0,44.0
,,Seth Carr,,,,2.0,59.0
,,Seth Green,,,,7.0,57.57142857142857
,,Seth Kirschner,,,,1.0,60.0
,,Seth MacFarlane,,,,1.0,32.0
,,Seth Meyers,,,,1.0,65.0
,,Seth Rogen,,,,7.0,64.85714285714286
,,Sethu,,,,1.0,12.0
,,Seu Jorge,,,,1.0,88.0
,,Seung-yeon Lee,,,,1.0,82.0
,,Seven Tan,,,,1.0,57.0
,,Severija Janusauskaite,,,,1.0,66.0
,,Severn Thompson,,,,1.0,69.0
,,Seychelle Gabriel,,,,2.0,48.5
,,Seán Cullen,,,,1.0,70.0
,,Sha Ine Febriyanti,,,,1.0,23.0
,,Shaad Randhawa,,,,1.0,55.0
,,Shaan Grover,,,,1.0,22.0
,,Shaan Shahid,,,,1.0,46.0
,,Shaban Arifi,,,,1.0,17.0
,,Shabana Azmi,,,,4.0,24.5
,,Shabbir Khan,,,,1.0,30.0
,,Shabbir Rana,,,,1.0,15.0
,,Shabhir,,,,1.0,41.0
,,Shabib Alkhaleefa,,,,1.0,18.0
,,Shadia Simmons,,,,1.0,66.0
,,Shafqat Cheema,,,,2.0,16.0
,,Shah Rukh Khan,,,,22.0,56.04545454545455
,,Shahab Hosseini,,,,1.0,89.0
,,Shahana Goswami,,,,3.0,43.0
,,Shahid Kapoor,,,,9.0,56.55555555555556
,,Shahira Fahmy,,,,1.0,65.0
,,Shahkrit Yamnarm,,,,1.0,12.0
,,Shahrukh Khan,,,,1.0,69.0
,,Shai Avivi,,,,1.0,42.0
,,Shailashree,,,,1.0,23.0
,,Shailyn Pierre-Dixon,,,,1.0,31.0
,,Shaina Magdayao,,,,2.0,31.5
,,Shaista Latif,,,,1.0,81.0
,,Shakeel Khan,,,,1.0,66.0
,,Shakira Jasmine,,,,1.0,16.0
,,Shakti Kapoor,,,,6.0,46.333333333333336
,,Shalini Pandey,,,,1.0,64.0
,,Shalini Vatsa,,,,2.0,45.0
,,Shama Deshpande,,,,1.0,25.0
,,Shameik Moore,,,,2.0,59.0
,,Shamier Anderson,,,,1.0,59.0
,,Shamilla Miller,,,,1.0,72.0
,,Shammi,,,,1.0,41.0
,,Shammi Kapoor,,,,3.0,15.333333333333334
,,Shamoon Abbasi,,,,1.0,46.0
,,Shane Bourne,,,,1.0,64.0
,,Shane Carruth,,,,1.0,71.0
,,Shane Harper,,,,2.0,56.0
,,Shane Jacobsen,,,,1.0,58.0
,,Shane Jacobson,,,,1.0,64.0
,,Shane Nigam,,,,1.0,41.0
,,Shane Paul McGhie,,,,2.0,47.0
,,Shane West,,,,1.0,58.0
,,Shania Twain,,,,1.0,42.0
,,Shanica Knowles,,,,2.0,44.0
,,Shankar Thas,,,,1.0,13.0
,,Shanna McLaughlin,,,,1.0,25.0
,,Shannen Doherty,,,,1.0,79.0
,,Shannon Berry,,,,1.0,78.0
,,Shannon Chan-Kent,,,,2.0,27.0
,,Shannon Cochran,,,,1.0,63.0
,,Shannon Elizabeth,,,,2.0,27.0
,,Shannon Leroux,,,,1.0,38.0
,,Shannon Whirry,,,,1.0,26.0
,,Shanthnu Bhagyaraj,,,,1.0,40.0
,,Shany Nadan,,,,1.0,32.0
,,Shanyn Leigh,,,,1.0,53.0
,,Shaquille O'Neal,,,,1.0,29.0
,,Shar Jackson,,,,1.0,53.0
,,Sharad Kapoor,,,,2.0,45.0
,,Sharad Kelkar,,,,1.0,33.0
,,Sharad S. Kapoor,,,,1.0,6.0
,,Sharafudheen,,,,1.0,20.0
,,Sharat Saxena,,,,7.0,41.857142857142854
,,Shardul Bhardwaj,,,,1.0,39.0
,,Shari Headley,,,,1.0,52.0
,,Shari Sebbens,,,,1.0,73.0
,,Sharif Atkins,,,,2.0,37.5
,,Sharifah Aleya,,,,1.0,30.0
,,Sharifah Aryana,,,,1.0,30.0
,,Sharlto Copley,,,,5.0,65.2
,,Sharman Joshi,,,,2.0,49.5
,,Sharmila Roy Chowdhry,,,,1.0,37.0
,,Sharmila Tagore,,,,2.0,43.0
,,Sharmin Segal,,,,1.0,14.0
,,Sharni Vinson,,,,1.0,36.0
,,Sharon Belle,,,,1.0,61.0
,,Sharon Brown,,,,1.0,61.0
,,Sharon Jones,,,,1.0,79.0
,,Sharon Lawrence,,,,1.0,59.0
,,Sharon Leal,,,,1.0,60.0
,,Sharon Maughan,,,,2.0,33.0
,,Sharon Muthu,,,,1.0,28.0
,,Sharon Omi,,,,1.0,30.0
,,Sharon Ooja,,,,1.0,9.0
,,Sharon Rose,,,,1.0,71.0
,,Sharon Scott,,,,1.0,6.0
,,Sharon Stone,,,,7.0,49.285714285714285
,,Sharona Elimelech,,,,1.0,77.0
,,Sharvani Suryavanshi,,,,1.0,33.0
,,Sharwanand,,,,1.0,14.0
,,Sharyn Hodgson,,,,1.0,42.0
,,Shashanka Ghosh,,,,1.0,52.0
,,Shashi Bhushan,,,,1.0,39.0
,,Shashi Kapoor,,,,2.0,37.5
,,Shashi Sharma,,,,1.0,55.0
,,Shashi Tharoor,,,,1.0,13.0
,,Shashikala,,,,1.0,19.0
,,Shataf Figar,,,,1.0,71.0
,,Shatrughan Sinha,,,,1.0,47.0
,,Shaun Benson,,,,2.0,48.0
,,Shaun Dooley,,,,1.0,35.0
,,Shaun Fleming,,,,1.0,49.0
,,Shaun Parkes,,,,1.0,60.0
,,Shaun Pye,,,,1.0,83.0
,,Shaun Toub,,,,1.0,64.0
,,Shaun Williamson,,,,1.0,83.0
,,Shauna Dineen,,,,1.0,55.0
,,Shauna Kavanagh,,,,1.0,55.0
,,Shauna MacDonald,,,,1.0,27.0
